Constituency,District Names,Factory Count,state,Type,Margin %,isMPMinister,centerAlignment,stateAlignment,rs_min_mplad_district,is_backward,ministry_comp_intersection,amount,non_backward,not_aligned,Total,Totalcsr,Avg ADI
SOUTH GOA,ri-bhoi,46,GOA,GEN,7.9,0,1,1,0,0,0,1340000000,1,0,118,1,18
SREERAMPUR,rihand nagar,1,WEST BENGAL,GEN,11.8,0,0,1,0,0,0,1330000000,1,0,107,3,18
SRIKAKULAM,rohtak,6,ANDHRA PRADESH,GEN,12.1,0,1,1,0,0,0,5970000000,1,0,25,2,13
SRINAGAR,rohtas,5,JAMMU AND KASHMIR,GEN,13.5,0,0,0,0,0,0,16420000000,1,1,0,0,16
SRIPERUMBUDUR,rourkela,2,TAMIL NADU,GEN,8,0,0,1,0,0,0,800000000,1,0,264,1,18
SULTANPUR,rudraprayag,1,UTTAR PRADESH,GEN,18.5,0,1,0,0,0,0,100000000,1,0,6,0,10
SUNDARGARH,rudrapur,6,ODISHA,ST,1.9,1,1,0,0,0,0,0,1,0,29,0,13
SUPAUL,rupnagar,1,BIHAR,GEN,6.1,0,0,0,0,0,0,0,1,1,1,0,8
SURAT,sabarkatha,92,GUJARAT,GEN,56.2,0,1,1,0,0,0,21930000000,1,0,338,6,18
SURENDRANAGAR,saharanpur,3,GUJARAT,GEN,21.5,0,1,1,0,0,0,2950000000,1,0,6,0,14
SURGUJA,sahibzada ajit singh nagar,20,CHHATTISGARH,ST,12.4,0,1,1,0,0,0,650000000,1,0,4,0,8
TAMLUK,salakati,23,WEST BENGAL,GEN,18.4,0,0,1,0,0,0,0,1,0,0,0,14
TEHRI GARHWAL,salal,6,UTTARAKHAND,GEN,24.8,0,1,0,0,0,0,33850000000,1,0,106,1,16
TENKASI,salem,1,TAMIL NADU,SC,15.9,0,0,1,0,1,0,6790000000,0,0,84,2,18
TEZPUR,samastipur,33,ASSAM,GEN,8.8,0,1,0,0,0,0,12290000000,1,0,11,0,9
THANE,samba,1,MAHARASHTRA,GEN,26.7,0,1,1,0,0,0,18690000000,1,0,335,14,17
THANJAVUR,sambalpur,8,TAMIL NADU,GEN,14.2,0,0,1,0,0,0,5490000000,1,0,5,1,16
THENI,sambhal,3,TAMIL NADU,GEN,29.2,0,0,1,0,0,0,2740000000,1,0,22,2,17
THIRUVANANTHAPURAM,samlik-marchak,4,KERALA,GEN,1.8,0,0,1,0,0,0,2640000000,1,0,5,2,16
THOOTHUKKUDI,sanand,3,TAMIL NADU,GEN,13.5,0,0,1,0,0,0,2540000000,1,0,21,2,18
THRISSUR,sanaswadi,1,KERALA,GEN,4.2,0,0,0,0,0,0,5460000000,1,1,5,2,16
TIKAMGARH,sancoale,1,MADHYA PRADESH,SC,27.2,0,1,1,0,1,0,0,0,0,1,0,10
TIRUCHIRAPPALLI,sangareddy,1,TAMIL NADU,GEN,15.2,0,0,1,0,0,0,2740000000,1,0,18,0,15
TIRUNELVELI,sangavi,1,TAMIL NADU,GEN,13.1,0,0,1,0,0,0,5180000000,1,0,78,0,18
TIRUPATI,sangli,1,ANDHRA PRADESH,SC,3.1,0,0,0,0,0,0,7470000000,1,1,54,4,14
TIRUPPUR,sangrur,10,TAMIL NADU,GEN,17.1,0,0,1,0,0,0,790000000,1,0,19,1,18
TIRUVALLUR,sanjpoi,6,TAMIL NADU,SC,25.8,0,0,1,0,0,0,60000000,1,0,134,1,18
TIRUVANNAMALAI,sant kabir nagar,1,TAMIL NADU,GEN,15.8,0,0,1,0,0,0,216390000000,1,0,32,1,16
TONK-SAWAI MADHOPUR,sarapaka,1,RAJASTHAN,GEN,13,0,1,1,0,0,0,130000000,1,0,9,0,12
TRIPURA EAST,satara,1,TRIPURA,ST,50.9,0,0,1,0,1,0,1020000000,0,0,0,0,15
TRIPURA WEST,sathyamangalam,60,TRIPURA,GEN,46.9,0,0,1,0,0,0,800000000,1,0,0,0,15
TUMKUR,sativli,1,KARNATAKA,GEN,6.7,0,0,1,0,0,0,2100000000,1,0,8,2,14
TURA,satna,1,MEGHALAYA,ST,8.7,0,1,0,0,0,0,0,1,0,0,0,10
UDAIPUR,savner,10,RAJASTHAN,ST,19.8,0,1,1,0,0,0,3250000000,1,0,12,1,9
UDHAMPUR,sawai madhopur,2,JAMMU AND KASHMIR,GEN,5.9,1,1,0,0,0,1,70000000,1,0,3,1,13
UDUPI CHIKMAGALUR,secunderabad,1,KARNATAKA,GEN,17.6,0,1,0,0,0,0,2550000000,1,0,13,1,17
UJIARPUR,sedarapet,17,BIHAR,GEN,7,0,1,1,0,0,0,0,1,0,7,0,8
UJJAIN,sehore,1,MADHYA PRADESH,SC,30.5,0,1,1,1,0,0,990000000,1,0,18,1,13
ULUBERIA,sempatty,64,WEST BENGAL,GEN,17,0,0,1,0,0,0,570000000,1,0,79,3,18
UNNAO,seoni,1,UTTAR PRADESH,GEN,25.8,0,1,0,0,0,0,180000000,1,0,6,0,7
UTTARA KANNADA,seraikela kharsawan,1,KARNATAKA,GEN,14.1,0,1,0,0,0,0,640000000,1,0,37,1,15
VADAKARA,shahdol,14,KERALA,GEN,0.3,0,0,1,0,0,0,560000000,1,0,1,0,16
VADODARA,shahjahanpur,270,GUJARAT,GEN,49.1,0,1,1,0,0,0,9190000000,1,0,372,9,18
VAISHALI,shajapur,5,BIHAR,GEN,10.7,0,1,0,0,1,0,2460000000,0,0,9,0,8
VALMIKI NAGAR,shakti nagar,8,BIHAR,GEN,13.1,0,1,1,0,0,0,0,1,0,0,0,8
VALSAD,shapelly,6,GUJARAT,ST,18.5,0,1,1,0,0,0,6150000000,1,0,127,3,16
VARANASI,sharjah,1,UTTAR PRADESH,GEN,36.1,1,1,0,0,0,1,4350000000,1,0,11,2,15
VELLORE,shikrapur,9,TAMIL NADU,GEN,6.1,0,0,1,0,0,0,216040000000,1,0,27,1,18
VIDISHA,shimla,1,MADHYA PRADESH,GEN,38.3,1,1,1,0,1,1,8580000000,0,0,111,5,12
VIJAYAWADA,shimoga,11,ANDHRA PRADESH,GEN,6.3,0,1,1,1,0,0,6760000000,1,0,27,1,17
VILUPPURAM,sidhi,4,TAMIL NADU,SC,18.1,0,0,1,0,0,0,0,1,0,14,0,14
VIRUDHUNAGAR,sikandrabad,1,TAMIL NADU,GEN,14.4,0,0,1,0,1,0,4190000000,0,0,25,4,18
VISAKHAPATNAM,sikar,2,ANDHRA PRADESH,GEN,7.8,0,1,0,0,1,0,30420000000,0,0,136,6,14
VIZIANAGARAM,siliguri,2,ANDHRA PRADESH,GEN,9.5,1,1,1,0,1,1,5970000000,0,0,47,2,13
WARDHA,siltara,1,MAHARASHTRA,GEN,21.3,0,1,1,0,0,0,15050000000,1,0,7,0,16
WAYANAD,sindhigan,1,KERALA,GEN,2.3,0,0,1,0,1,0,950000000,0,0,0,0,16
WEST DELHI,sindhudurg,1,DELHI,GEN,19.9,0,1,0,0,0,0,49790000000,1,0,4,0,18
YAVATMAL-WASHIM,sindri,3,MAHARASHTRA,GEN,9.1,0,1,1,0,0,0,20000000,1,0,1,0,11
ZAHIRABAD,singrauli,3,TELANGANA,GEN,13.2,0,0,1,0,0,0,3510000000,1,0,112,3,14
,sirmaur,19,,,,,,,,,,,,,,,
,sirohi,46,,,,,,,,,,,,,,,
,siruseri,3,,,,,,,,,,,,,,,
,sitamarhi,3,,,,,,,,,,,,,,,
,sitapur,2,,,,,,,,,,,,,,,
,sivaganga,12,,,,,,,,,,,,,,,
,sivasagar,4,,,,,,,,,,,,,,,
,solan,5,,,,,,,,,,,,,,,
,solapur,152,,,,,,,,,,,,,,,
,sonbhadra,34,,,,,,,,,,,,,,,
,sonipat,14,,,,,,,,,,,,,,,
,sonitpur,16,,,,,,,,,,,,,,,
,south 24 parganas,8,,,,,,,,,,,,,,,
,south andaman,17,,,,,,,,,,,,,,,
,south delhi,10,,,,,,,,,,,,,,,
,south east delhi,15,,,,,,,,,,,,,,,
,south goa,20,,,,,,,,,,,,,,,
,south sikkim,38,,,,,,,,,,,,,,,
,south west delhi,5,,,,,,,,,,,,,,,
,sri ganganagar,16,,,,,,,,,,,,,,,
,sri muktsar sahib,2,,,,,,,,,,,,,,,
,sri potti sriramulu nellore district,1,,,,,,,,,,,,,,,
,srikakulam,3,,,,,,,,,,,,,,,
,sriperumbudur,25,,,,,,,,,,,,,,,
,sultanpur,3,,,,,,,,,,,,,,,
,sundararajapuram,6,,,,,,,,,,,,,,,
,sundargarh,1,,,,,,,,,,,,,,,
,supaul,29,,,,,,,,,,,,,,,
,surat,1,,,,,,,,,,,,,,,
,surendranagar,338,,,,,,,,,,,,,,,
,suryapet,6,,,,,,,,,,,,,,,
,suthana,2,,,,,,,,,,,,,,,
,sutrapada,2,,,,,,,,,,,,,,,
,talandage,1,,,,,,,,,,,,,,,
,tangail district,1,,,,,,,,,,,,,,,
,tapi,2,,,,,,,,,,,,,,,
,tarn taran,2,,,,,,,,,,,,,,,
,tashlak district,1,,,,,,,,,,,,,,,
,thanagazi,1,,,,,,,,,,,,,,,
,thane,1,,,,,,,,,,,,,,,
,thane,1,,,,,,,,,,,,,,,
,thanjavur,325,,,,,,,,,,,,,,,
,theni,5,,,,,,,,,,,,,,,
,thiruvananthapuram,3,,,,,,,,,,,,,,,
,thoothukudi,5,,,,,,,,,,,,,,,
,thoppur,21,,,,,,,,,,,,,,,
,thrissur,1,,,,,,,,,,,,,,,
,tinsukia,5,,,,,,,,,,,,,,,
,tiruchirappalli,14,,,,,,,,,,,,,,,
,tirunelveli,5,,,,,,,,,,,,,,,
,tiruppur,78,,,,,,,,,,,,,,,
,tiruvallur,37,,,,,,,,,,,,,,,
,tiruvannamalai,136,,,,,,,,,,,,,,,
,tonk,5,,,,,,,,,,,,,,,
,toranagallu,8,,,,,,,,,,,,,,,
,tumakuru,3,,,,,,,,,,,,,,,
,tumkur,1,,,,,,,,,,,,,,,
,udaipur,8,,,,,,,,,,,,,,,
,udalguri,12,,,,,,,,,,,,,,,
,udham singh nagar,7,,,,,,,,,,,,,,,
,udhampur,201,,,,,,,,,,,,,,,
,udupi,2,,,,,,,,,,,,,,,
,ujjain,10,,,,,,,,,,,,,,,
,umargam,10,,,,,,,,,,,,,,,
,una,1,,,,,,,,,,,,,,,
,unnao,4,,,,,,,,,,,,,,,
,uri,6,,,,,,,,,,,,,,,
,uttara kannada,1,,,,,,,,,,,,,,,
,uttarkashi,4,,,,,,,,,,,,,,,
,vadamadurai,2,,,,,,,,,,,,,,,
,vadodara,2,,,,,,,,,,,,,,,
,vaishali,362,,,,,,,,,,,,,,,
,valsad,6,,,,,,,,,,,,,,,
,vapi,126,,,,,,,,,,,,,,,
,varale,13,,,,,,,,,,,,,,,
,varanasi,2,,,,,,,,,,,,,,,
,vastrapur lake,11,,,,,,,,,,,,,,,
,vellore,1,,,,,,,,,,,,,,,
,vellore dist,27,,,,,,,,,,,,,,,
,velur,2,,,,,,,,,,,,,,,
,veraval,2,,,,,,,,,,,,,,,
,verna,2,,,,,,,,,,,,,,,
,vijayawada,5,,,,,,,,,,,,,,,
,villupuram,4,,,,,,,,,,,,,,,
,vinukonda,14,,,,,,,,,,,,,,,
,virudhunagar,1,,,,,,,,,,,,,,,
,visakhapatnam,6,,,,,,,,,,,,,,,
,vishakhapatnam,19,,,,,,,,,,,,,,,
,vizianagaram,94,,,,,,,,,,,,,,,
,wagholi,21,,,,,,,,,,,,,,,
,warangal,1,,,,,,,,,,,,,,,
,wardha,11,,,,,,,,,,,,,,,
,washim,3,,,,,,,,,,,,,,,
,west delhi,1,,,,,,,,,,,,,,,
,west godavari,4,,,,,,,,,,,,,,,
,west medinipur,23,,,,,,,,,,,,,,,
,west sikkim,29,,,,,,,,,,,,,,,
,west singhbhum,6,,,,,,,,,,,,,,,
,yamuna nagar,4,,,,,,,,,,,,,,,
,yanam,10,,,,,,,,,,,,,,,
,yavatmal,2,,,,,,,,,,,,,,,
,zaheerabad,14,,,,,,,,,,,,,,,
,abu rd,8,,,,,,,,,,,,,,,
,agar malwa,26,,,,,,,,,,,,,,,
,aliabad,2,,,,,,,,,,,,,,,
,aluva,83,,,,,,,,,,,,,,,
,ambivli,1,,,,,,,,,,,,,,,
,ambujanagar,2,,,,,,,,,,,,,,,
,amraberia,2,,,,,,,,,,,,,,,
,angul,1,,,,,,,,,,,,,,,
,ankleshwar,28,,,,,,,,,,,,,,,
,anuppur,19,,,,,,,,,,,,,,,
,ariyalur,1,,,,,,,,,,,,,,,
,asoj,5,,,,,,,,,,,,,,,
,auraiya,10,,,,,,,,,,,,,,,
,babarkot,7,,,,,,,,,,,,,,,
,baddi,1,,,,,,,,,,,,,,,
,badlapur,23,,,,,,,,,,,,,,,
,bahadurgarh,6,,,,,,,,,,,,,,,
,balangir,1,,,,,,,,,,,,,,,
,baloda bazar,1,,,,,,,,,,,,,,,
,balrampur,1,,,,,,,,,,,,,,,
,bambhori pr. chandsar,2,,,,,,,,,,,,,,,
,banskopa,12,,,,,,,,,,,,,,,
,baran,270,,,,,,,,,,,,,,,
,barnala,3,,,,,,,,,,,,,,,
,bawal,3,,,,,,,,,,,,,,,
,bayyavaram,1,,,,,,,,,,,,,,,
,behror,2,,,,,,,,,,,,,,,
,bestavaripeta,19,,,,,,,,,,,,,,,
,bhandaridah,11,,,,,,,,,,,,,,,
,bhattiprolu,475,,,,,,,,,,,,,,,
,bhilai,28,,,,,,,,,,,,,,,
,bhiwadi,12,,,,,,,,,,,,,,,
,bhuj,3,,,,,,,,,,,,,,,
,bhuvanagiri,7,,,,,,,,,,,,,,,
,bikkavolu,2,,,,,,,,,,,,,,,
,bobbili,7,,,,,,,,,,,,,,,
,bogampatti,1,,,,,,,,,,,,,,,
,bokaro,1,,,,,,,,,,,,,,,
,bokaro steel city,4,,,,,,,,,,,,,,,
,borgaon,2,,,,,,,,,,,,,,,
,borpatla,1,,,,,,,,,,,,,,,
,calangute,2,,,,,,,,,,,,,,,
,chak ratnu,1,,,,,,,,,,,,,,,
,chamba,3,,,,,,,,,,,,,,,
,chamoli,3,,,,,,,,,,,,,,,
,champawat,14,,,,,,,,,,,,,,,
,chandisar,1,,,,,,,,,,,,,,,
,charanka,21,,,,,,,,,,,,,,,
,chengalpattu,4,,,,,,,,,,,,,,,
,cherambadi,233,,,,,,,,,,,,,,,
,chhadvel korde,1,,,,,,,,,,,,,,,
,chhatarpur,1,,,,,,,,,,,,,,,
,chikkamagaluru,1,,,,,,,,,,,,,,,
,chirala,3,,,,,,,,,,,,,,,
,chittegaon,29,,,,,,,,,,,,,,,
,chittoor,1,,,,,,,,,,,,,,,
,chodavaram,45,,,,,,,,,,,,,,,
,chokkahalli,1,,,,,,,,,,,,,,,
,churachandpur,1,,,,,,,,,,,,,,,
,chutak,1,,,,,,,,,,,,,,,
,colvale,104,,,,,,,,,,,,,,,
,coromandel,1,,,,,,,,,,,,,,,
,dahej,465,,,,,,,,,,,,,,,
,dantewada,112,,,,,,,,,,,,,,,
,darrang,3,,,,,,,,,,,,,,,
,dehradun,2,,,,,,,,,,,,,,,
,delhi,104,,,,,,,,,,,,,,,
,deoghar,1,,,,,,,,,,,,,,,
,devbhoomi dwarka,2,,,,,,,,,,,,,,,
,dharuhera,4,,,,,,,,,,,,,,,
,dhokawade,268,,,,,,,,,,,,,,,
,digavamaghm,7,,,,,,,,,,,,,,,
,donimalai township,13,,,,,,,,,,,,,,,
,dudhola,2,,,,,,,,,,,,,,,
,durgapur,22,,,,,,,,,,,,,,,
,duttalur,4,,,,,,,,,,,,,,,
,east godavari,5,,,,,,,,,,,,,,,
,east jaintia hills,356,,,,,,,,,,,,,,,
,east sikkim,2,,,,,,,,,,,,,,,
,east singhbhum,5,,,,,,,,,,,,,,,
,eripakkam,33,,,,,,,,,,,,,,,
,farakka,1,,,,,,,,,,,,,,,
,fazilka,3,,,,,,,,,,,,,,,
,fulwadi,8,,,,,,,,,,,,,,,
,gadag,1,,,,,,,,,,,,,,,
,gadhpuri,5,,,,,,,,,,,,,,,
,gangapur jahagir,87,,,,,,,,,,,,,,,
,ganjam,4,,,,,,,,,,,,,,,
,gannavaram,7,,,,,,,,,,,,,,,
,gantyada,1,,,,,,,,,,,,,,,
,gauhari,1,,,,,,,,,,,,,,,
,ghirongi,133,,,,,,,,,,,,,,,
,gir somnath,1,,,,,,,,,,,,,,,
,goa,1,,,,,,,,,,,,,,,
,goalpara,1,,,,,,,,,,,,,,,
,golaghat,2,,,,,,,,,,,,,,,
,greater noida,4,,,,,,,,,,,,,,,
,gudur,2,,,,,,,,,,,,,,,
,gummidipundi,14,,,,,,,,,,,,,,,
,guwahati,54,,,,,,,,,,,,,,,
,hailakandi,2,,,,,,,,,,,,,,,
,haldia,2,,,,,,,,,,,,,,,
,hanwada,2,,,,,,,,,,,,,,,
,hapur,1,,,,,,,,,,,,,,,
,haryana,232,,,,,,,,,,,,,,,
,hirakud,4,,,,,,,,,,,,,,,
,hosur,31,,,,,,,,,,,,,,,
,hubli,78,,,,,,,,,,,,,,,
,hutt,2,,,,,,,,,,,,,,,
,ilavala hobli,2,,,,,,,,,,,,,,,
