ADI,ADI_Normalized,AmountFinal,AmountFinal_Normalized,Constituency,FactoriesFinal,FactoriesFinal_Normalized,Margin %,Margin%_Normalized,Total,Totalcsr,Type,amount,centerAlignment,isMPMinister,is_backward,ministry_comp_intersection,non_backward,not_aligned,rs_min_mplad_district,state,stateAlignment
17,0.9090909090909091,0,0.0,ASANSOL,6,0.007662835249042145,6.2,0.11032028469750889,10,0.0,GEN,0,1,1,0,0,1,0,0,WEST BENGAL,0
9,0.18181818181818182,8800000,0.0015555673401566174,ASKA,7,0.008939974457215836,34.8,0.6192170818505337,7,0.0,GEN,600000000,0,0,0,0,1,0,0,ODISHA,1
16,0.8181818181818182,26400000,0.004666702020469852,ATTINGAL,0,0.0,8.1,0.14412811387900354,5,2.0,GEN,2640000000,0,0,0,0,1,1,0,KERALA,0
8,0.09090909090909091,0,0.0,AURANGABAD,0,0.0,8.4,0.1494661921708185,249,10.0,GEN,710000000,1,0,1,0,0,0,0,BIHAR,1
18,1.0,1552600000,0.27445157412808685,AURANGABAD,125,0.15964240102171137,16.5,0.29359430604982206,249,10.0,GEN,24350000000,1,0,0,0,1,0,0,MAHARASHTRA,1
10,0.2727272727272727,600000,0.000106061409556133,AUTONOMOUS DISTRICT,2,0.002554278416347382,4.4,0.07829181494661921,1,0.0,ST,0,0,0,0,0,1,0,0,ASSAM,1
11,0.36363636363636365,3000000,0.000530307047780665,AZAMGARH,0,0.0,6.6,0.11743772241992881,0,0.0,GEN,0,0,0,0,0,1,0,0,UTTAR PRADESH,1
9,0.18181818181818182,500000,8.838450796344416e-05,BADAUN,5,0.006385696040868455,16.2,0.2882562277580071,9,1.0,GEN,50000000,0,0,0,0,1,0,0,UTTAR PRADESH,1
14,0.6363636363636364,16600000,0.0029343656643863463,BAGALKOT,0,0.0,10.8,0.19217081850533807,5,0.0,GEN,490000000,1,0,1,0,0,0,0,KARNATAKA,0
16,0.8181818181818182,21600000,0.003818210744020788,BAGHPAT,0,0.0,20.9,0.37188612099644125,146,3.0,GEN,1450000000,1,0,0,0,1,0,0,UTTAR PRADESH,0
10,0.2727272727272727,4700000,0.0008308143748563751,BAHARAMPUR,0,0.0,30.9,0.5498220640569395,1,0.0,GEN,470000000,0,0,1,0,0,1,0,WEST BENGAL,0
7,0.0,200000,3.535380318537767e-05,BAHRAICH,3,0.0038314176245210726,10.2,0.18149466192170816,3,0.0,SC,0,1,0,1,0,0,0,0,UTTAR PRADESH,0
10,0.2727272727272727,79900000,0.014123844372558378,BALAGHAT,5,0.006385696040868455,8.6,0.15302491103202845,5,0.0,GEN,2780000000,1,0,0,0,1,0,0,MADHYA PRADESH,1
10,0.2727272727272727,24600000,0.004348517791801453,BALASORE,0,0.0,13.5,0.24021352313167257,9,1.0,GEN,1420000000,0,0,0,0,1,0,0,ODISHA,1
12,0.45454545454545453,5600000,0.0009899064891905746,BALLIA,6,0.007662835249042145,14.8,0.26334519572953735,1,0.0,GEN,400000000,1,0,0,0,1,0,0,UTTAR PRADESH,0
10,0.2727272727272727,10200000,0.001803043962454261,BALURGHAT,0,0.0,10.1,0.17971530249110318,0,0.0,GEN,0,0,0,1,0,0,0,0,WEST BENGAL,1
14,0.6363636363636364,10000000,0.0017676901592688834,BANASKANTHA,0,0.0,22.8,0.4056939501779359,2,0.0,GEN,1000000000,1,1,0,1,1,0,0,GUJARAT,1
8,0.09090909090909091,0,0.0,BANDA,0,0.0,13.5,0.24021352313167257,0,0.0,GEN,0,1,0,1,0,0,0,0,UTTAR PRADESH,0
18,1.0,2550600000,0.4508670520231214,BANGALORE CENTRAL,100,0.1277139208173691,12.8,0.2277580071174377,389,9.0,GEN,75230000000,1,0,0,1,1,0,1,KARNATAKA,0
18,1.0,960900000,0.169857347404147,BANGALORE NORTH,100,0.1277139208173691,16.9,0.30071174377224197,389,9.0,GEN,75230000000,1,1,0,1,1,0,1,KARNATAKA,0
16,0.8181818181818182,1468900000,0.2596560074950063,BANGALORE RURAL,133,0.1698595146871009,15.9,0.28291814946619215,512,19.0,GEN,124440000000,0,0,0,1,1,0,1,KARNATAKA,1
18,1.0,1752300000,0.30975234660868645,BANGALORE SOUTH,180,0.22988505747126436,20.5,0.36476868327402134,389,9.0,GEN,75230000000,1,1,0,1,1,0,1,KARNATAKA,0
14,0.6363636363636364,31700000,0.005603577804882361,BANGAON,38,0.04853128991060025,11.4,0.20284697508896796,40,0.0,SC,1910000000,0,0,1,0,0,0,0,WEST BENGAL,1
8,0.09090909090909091,1500000,0.0002651535238903325,BANKA,0,0.0,1.1,0.019572953736654804,10,0.0,GEN,90000000,0,0,1,0,0,1,0,BIHAR,0
9,0.18181818181818182,55900000,0.009881387990313057,BANKURA,12,0.01532567049808429,8.0,0.14234875444839856,19,0.0,GEN,4040000000,0,0,0,0,1,0,0,WEST BENGAL,1
11,0.36363636363636365,7000000,0.0012373831114882183,BANSGAON,0,0.0,21.6,0.38434163701067614,4,0.0,SC,700000000,1,0,0,0,1,0,0,UTTAR PRADESH,0
7,0.0,75600000,0.013363737604072758,BANSWARA,7,0.008939974457215836,7.8,0.1387900355871886,7,1.0,ST,210000000,1,0,0,0,1,0,0,RAJASTHAN,1
15,0.7272727272727273,60800000,0.010747556168354811,BAPATLA,3,0.0038314176245210726,2.8,0.049822064056939494,49,3.0,SC,6080000000,1,0,0,0,1,0,0,ANDHRA PRADESH,1
8,0.09090909090909091,93200000,0.016474872284385992,BARABANKI,270,0.3448275862068966,19.8,0.35231316725978645,270,0.0,SC,340000000,1,0,0,0,1,0,0,UTTAR PRADESH,0
18,1.0,1762900000,0.31162609817751147,BARAMATI,1,0.001277139208173691,6.5,0.11565836298932383,779,49.0,GEN,176290000000,0,0,0,0,1,1,0,MAHARASHTRA,0
12,0.45454545454545453,9300000,0.0016439518481200614,BARAMULLA,1,0.001277139208173691,6.3,0.11209964412811387,0,0.0,GEN,0,0,0,1,0,0,1,0,JAMMU AND KASHMIR,0
18,1.0,2400000,0.000424245638224532,BARASAT,0,0.0,13.6,0.24199288256227755,38,0.0,GEN,240000000,0,0,0,0,1,0,0,WEST BENGAL,1
17,0.9090909090909091,0,0.0,BARDHAMAN PURBA,47,0.06002554278416347,8.7,0.15480427046263343,24,0.0,SC,0,0,0,0,0,1,0,0,WEST BENGAL,1
17,0.9090909090909091,0,0.0,BARDHAMAN-DURGAPUR,9,0.011494252873563218,8.1,0.14412811387900354,34,0.0,GEN,0,0,0,0,0,1,0,0,WEST BENGAL,1
18,1.0,227600000,0.040232628024959784,BARDOLI,2,0.002554278416347382,10.3,0.18327402135231316,340,6.0,ST,22600000000,1,0,0,0,1,0,0,GUJARAT,1
11,0.36363636363636365,34300000,0.00606317724629227,BAREILLY,16,0.020434227330779056,23.6,0.4199288256227758,16,0.0,GEN,250000000,1,1,0,0,1,0,0,UTTAR PRADESH,0
12,0.45454545454545453,80000000,0.014141521274151067,BARGARH,0,0.0,1.0,0.01779359430604982,3,0.0,GEN,1550000000,0,0,0,0,1,0,0,ODISHA,1
9,0.18181818181818182,364500000,0.0644323063053508,BARMER,42,0.05363984674329502,7.2,0.12811387900355872,43,0.0,GEN,12360000000,1,0,1,0,0,0,0,RAJASTHAN,1
12,0.45454545454545453,277800000,0.04910643262448958,BARPETA,11,0.0140485312899106,3.5,0.06227758007117437,11,0.0,GEN,190000000,0,0,1,0,0,1,0,ASSAM,0
18,1.0,2400000,0.000424245638224532,BARRACKPUR,0,0.0,19.7,0.3505338078291815,38,0.0,GEN,240000000,0,0,0,0,1,0,0,WEST BENGAL,1
18,1.0,2400000,0.000424245638224532,BASIRHAT,0,0.0,8.6,0.15302491103202845,38,0.0,GEN,240000000,0,0,0,0,1,0,0,WEST BENGAL,1
10,0.2727272727272727,64200000,0.01134857082250623,BASTAR,4,0.005108556832694764,16.2,0.2882562277580071,0,0.0,ST,360000000,1,0,1,0,0,0,0,CHHATTISGARH,1
10,0.2727272727272727,14000000,0.0024747662229764366,BASTI,1,0.001277139208173691,3.2,0.05693950177935943,1,0.0,GEN,0,1,0,0,0,1,0,0,UTTAR PRADESH,0
14,0.6363636363636364,37300000,0.0065934842940729346,BATHINDA,3,0.0038314176245210726,1.6,0.028469750889679714,9,0.0,GEN,2600000000,1,1,0,0,1,0,0,PUNJAB,1
13,0.5454545454545454,25900000,0.004578317512506408,BEED,6,0.007662835249042145,11.1,0.197508896797153,5,0.0,GEN,0,1,0,0,0,1,0,0,MAHARASHTRA,1
8,0.09090909090909091,51100000,0.009032896713863994,BEGUSARAI,2,0.002554278416347382,5.4,0.09608540925266904,2,0.0,GEN,100000000,1,0,1,0,0,0,0,BIHAR,1
15,0.7272727272727273,40700000,0.0071944989482243555,BELGAUM,36,0.04597701149425287,7.0,0.12455516014234874,33,1.0,GEN,380000000,1,0,0,0,1,0,0,KARNATAKA,0
14,0.6363636363636364,168900000,0.02985628679005144,BELLARY,23,0.02937420178799489,8.1,0.14412811387900354,20,2.0,ST,2010000000,1,0,0,0,1,0,0,KARNATAKA,0
8,0.09090909090909091,6000000,0.00106061409556133,BERHAMPUR,1,0.001277139208173691,14.1,0.25088967971530246,7,0.0,GEN,600000000,0,0,1,0,0,0,0,ODISHA,1
11,0.36363636363636365,74500000,0.01316929168655318,BETUL,2,0.002554278416347382,31.4,0.5587188612099644,1,0.0,ST,4090000000,1,0,1,0,0,0,0,MADHYA PRADESH,1
12,0.45454545454545453,6300000,0.0011136448003393965,BHADOHI,0,0.0,16.1,0.28647686832740216,0,0.0,GEN,630000000,1,0,0,0,1,0,0,UTTAR PRADESH,0
11,0.36363636363636365,22000000,0.0038889183503915434,BHADRAK,0,0.0,16.6,0.29537366548042704,6,1.0,SC,1020000000,0,0,0,0,1,0,0,ODISHA,1
8,0.09090909090909091,2100000,0.0003712149334464655,BHAGALPUR,10,0.01277139208173691,1.0,0.01779359430604982,10,0.0,GEN,0,0,0,0,0,1,1,0,BIHAR,0
13,0.5454545454545454,130700000,0.023103710381644306,BHANDARA-GONDIYA,13,0.016602809706257982,12.5,0.22241992882562275,11,1.0,GEN,530000000,1,0,0,0,1,0,0,MAHARASHTRA,1
13,0.5454545454545454,113700000,0.020098637110887205,BHARATPUR,510,0.6513409961685823,25.5,0.45373665480427045,110,5.0,SC,9680000000,1,0,0,0,1,0,0,RAJASTHAN,1
15,0.7272727272727273,436600000,0.07717735235367945,BHARUCH,0,0.0,14.5,0.2580071174377224,860,18.0,GEN,19830000000,1,1,1,0,0,0,0,GUJARAT,1
17,0.9090909090909091,89700000,0.015856180728641884,BHAVNAGAR,28,0.035759897828863345,32.2,0.5729537366548043,29,1.0,GEN,2070000000,1,0,0,0,1,0,0,GUJARAT,1
11,0.36363636363636365,171200000,0.030262855526683282,BHILWARA,8,0.010217113665389528,22.3,0.39679715302491103,8,2.0,GEN,8120000000,1,0,0,0,1,0,0,RAJASTHAN,1
11,0.36363636363636365,100800000,0.017818316805430345,BHIND,14,0.017879948914431672,21.9,0.38967971530249107,12,0.0,SC,9810000000,1,0,0,0,1,0,0,MADHYA PRADESH,1
17,0.9090909090909091,186900000,0.03303812907673543,BHIWANDI,24,0.03065134099616858,12.5,0.22241992882562275,335,14.0,GEN,18690000000,1,0,0,0,1,0,0,MAHARASHTRA,1
16,0.8181818181818182,66000000,0.01166675505117463,BHIWANI-MAHENDRAGARH,3,0.0038314176245210726,12.6,0.22419928825622773,3,1.0,GEN,1600000000,1,0,0,0,1,0,0,HARYANA,1
15,0.7272727272727273,56000000,0.009899064891905746,BHONGIR,9,0.011494252873563218,2.5,0.04448398576512455,155,8.0,GEN,5600000000,0,0,0,0,1,0,0,TELANGANA,1
14,0.6363636363636364,394600000,0.06975305368475014,BHOPAL,32,0.04086845466155811,32.8,0.5836298932384341,96,5.0,GEN,8820000000,1,0,0,0,1,0,1,MADHYA PRADESH,1
16,0.8181818181818182,82100000,0.014512736207597533,BHUBANESWAR,39,0.04980842911877394,21.2,0.3772241992882562,36,0.0,GEN,850000000,0,0,0,0,1,0,0,ODISHA,1
14,0.6363636363636364,24600000,0.004348517791801453,BIDAR,2,0.002554278416347382,9.6,0.17081850533807827,15,1.0,GEN,1550000000,1,0,1,0,0,0,0,KARNATAKA,0
13,0.5454545454545454,54700000,0.009669265171200791,BIJAPUR,7,0.008939974457215836,7.2,0.12811387900355872,0,0.0,SC,1650000000,1,0,0,0,1,0,0,KARNATAKA,0
14,0.6363636363636364,11000000,0.0019444591751957717,BIJNOR,7,0.008939974457215836,19.4,0.3451957295373665,32,0.0,GEN,690000000,1,0,0,0,1,0,0,UTTAR PRADESH,0
16,0.8181818181818182,64500000,0.011401601527284297,BIKANER,2,0.002554278416347382,33.1,0.5889679715302492,27,0.0,SC,1220000000,1,0,0,0,1,0,0,RAJASTHAN,1
17,0.9090909090909091,122900000,0.021724912057414576,BILASPUR,7,0.008939974457215836,16.2,0.2882562277580071,30,1.0,GEN,11290000000,1,0,0,0,1,0,0,CHHATTISGARH,1
11,0.36363636363636365,19300000,0.003411642007388945,BIRBHUM,0,0.0,5.3,0.09430604982206404,0,0.0,GEN,110000000,0,0,1,0,0,0,0,WEST BENGAL,1
13,0.5454545454545454,16600000,0.0029343656643863463,BISHNUPUR,0,0.0,11.8,0.2099644128113879,36,0.0,SC,310000000,0,0,0,0,1,0,0,WEST BENGAL,1
8,0.09090909090909091,0,0.0,BOLANGIR,0,0.0,8.9,0.1583629893238434,1,0.0,GEN,0,0,0,1,0,0,0,0,ODISHA,1
14,0.6363636363636364,1100000,0.00019444591751957717,BOLPUR,0,0.0,18.1,0.3220640569395018,24,0.0,SC,110000000,0,0,1,0,0,0,0,WEST BENGAL,1
13,0.5454545454545454,30400000,0.0053737780841774056,BULANDSHAHR,29,0.037037037037037035,41.8,0.7437722419928825,29,0.0,SC,910000000,1,0,0,0,1,0,0,UTTAR PRADESH,0
12,0.45454545454545453,14900000,0.0026338583373106362,BULDHANA,2,0.002554278416347382,16.3,0.2900355871886121,2,0.0,GEN,400000000,1,0,0,0,1,0,0,MAHARASHTRA,1
9,0.18181818181818182,2500000,0.00044192253981722085,BUXAR,2,0.002554278416347382,14.9,0.26512455516014233,4,1.0,GEN,0,1,0,0,0,1,0,0,BIHAR,1
16,0.8181818181818182,254500000,0.04498771455339308,CHALAKUDY,83,0.10600255427841634,1.6,0.028469750889679714,29,9.0,GEN,25450000000,0,0,0,0,1,1,0,KERALA,0
15,0.7272727272727273,12100000,0.002138905092715349,CHAMARAJANAGAR,0,0.0,12.5,0.22241992882562275,86,0.0,SC,810000000,0,0,0,0,1,0,0,KARNATAKA,1
13,0.5454545454545454,43500000,0.0076894521928196425,CHANDAULI,0,0.0,16.0,0.2846975088967971,11,2.0,GEN,4350000000,1,0,1,0,0,0,0,UTTAR PRADESH,0
18,1.0,167300000,0.02957345636456842,CHANDIGARH,1,0.001277139208173691,15.4,0.27402135231316727,83,2.0,GEN,510000000,1,0,0,0,1,0,0,CHANDIGARH,0
18,1.0,32600000,0.005762669919216559,CHANDNI CHOWK,0,0.0,13.9,0.2473309608540925,82,5.0,GEN,3260000000,1,1,0,0,1,0,0,DELHI,0
13,0.5454545454545454,267900000,0.04735641936681338,CHANDRAPUR,21,0.02681992337164751,21.3,0.3790035587188612,18,2.0,GEN,1690000000,1,1,0,1,1,0,0,MAHARASHTRA,1
7,0.0,0,0.0,CHATRA,4,0.005108556832694764,25.0,0.4448398576512455,5,0.0,GEN,0,1,0,1,0,0,0,0,JHARKHAND,1
18,1.0,2386900000,0.4219299641158898,CHENNAI CENTRAL,233,0.29757343550446996,5.6,0.09964412811387899,232,58.0,GEN,116960000000,0,0,0,0,1,0,0,TAMIL NADU,1
18,1.0,2170200000,0.3836241183645331,CHENNAI NORTH,1,0.001277139208173691,11.0,0.19572953736654802,366,59.0,GEN,117020000000,0,0,0,0,1,0,0,TAMIL NADU,1
18,1.0,2177000000,0.3848261476728359,CHENNAI SOUTH,1,0.001277139208173691,12.6,0.22419928825622773,362,58.0,GEN,117700000000,0,0,0,0,1,0,0,TAMIL NADU,1
17,0.9090909090909091,138400000,0.024464831804281346,CHEVELLA,116,0.14814814814814814,5.5,0.09786476868327401,114,1.0,GEN,3740000000,0,0,0,0,1,0,0,TELANGANA,1
11,0.36363636363636365,12300000,0.0021742588959007265,CHHINDWARA,29,0.037037037037037035,10.5,0.1868327402135231,12,0.0,GEN,160000000,0,0,0,0,1,1,1,MADHYA PRADESH,0
15,0.7272727272727273,362400000,0.06406109137190433,CHHOTA UDAIPUR,0,0.0,16.3,0.2900355871886121,411,10.0,ST,9280000000,1,0,1,0,0,0,0,GUJARAT,1
14,0.6363636363636364,118200000,0.0208940976825582,CHIDAMBARAM,1,0.001277139208173691,11.8,0.2099644128113879,21,1.0,SC,11820000000,0,0,0,0,1,0,0,TAMIL NADU,1
16,0.8181818181818182,477500000,0.08440720510508919,CHIKKBALLAPUR,2,0.002554278416347382,0.8,0.014234875444839857,142,9.0,GEN,47750000000,0,0,0,0,1,0,0,KARNATAKA,1
15,0.7272727272727273,3800000,0.0006717222605221757,CHIKKODI,2,0.002554278416347382,0.3,0.005338078291814946,33,1.0,GEN,380000000,0,0,0,0,1,0,0,KARNATAKA,1
14,0.6363636363636364,105400000,0.018631454278694032,CHITRADURGA,42,0.05363984674329502,9.2,0.16370106761565834,50,4.0,SC,2110000000,0,0,0,0,1,0,0,KARNATAKA,1
14,0.6363636363636364,192100000,0.03395732795955525,CHITTOOR,48,0.06130268199233716,3.7,0.06583629893238434,46,4.0,SC,7470000000,1,0,0,0,1,0,0,ANDHRA PRADESH,1
11,0.36363636363636365,141700000,0.025048169556840076,CHITTORGARH,29,0.037037037037037035,27.0,0.48042704626334515,41,1.0,GEN,8470000000,1,0,0,0,1,0,0,RAJASTHAN,1
15,0.7272727272727273,22300000,0.0039419490551696095,CHURU,0,0.0,26.1,0.46441281138790036,1,0.0,GEN,200000000,1,0,0,0,1,0,0,RAJASTHAN,1
18,1.0,733600000,0.1296777500839653,COIMBATORE,106,0.13537675606641125,3.6,0.06405693950177936,135,13.0,GEN,16560000000,0,0,0,0,1,0,0,TAMIL NADU,1
10,0.2727272727272727,0,0.0,COOCHBEHAR,0,0.0,6.5,0.11565836298932383,0,0.0,SC,0,0,0,0,0,1,0,0,WEST BENGAL,1
15,0.7272727272727273,405700000,0.0717151897615386,CUDDALORE,10,0.01277139208173691,20.6,0.3665480427046263,10,1.0,GEN,11790000000,0,0,0,0,1,0,0,TAMIL NADU,1
12,0.45454545454545453,156500000,0.027664350992558026,CUTTACK,9,0.011494252873563218,31.3,0.5569395017793595,5,0.0,GEN,3400000000,0,0,0,0,1,0,0,ODISHA,1
17,0.9090909090909091,0,0.0,DADRA & NAGAR HAVELI,465,0.5938697318007663,3.8,0.06761565836298931,449,0.0,GEN,0,1,0,0,0,1,0,0,DADRA AND NAGAR HAVELI,0
10,0.2727272727272727,78200000,0.013823337045482668,DAHOD,0,0.0,25.6,0.4555160142348754,39,1.0,ST,30000000,1,0,0,0,1,0,0,GUJARAT,1
16,0.8181818181818182,14000000,0.0024747662229764366,DAKSHINA KANNADA,11,0.0140485312899106,11.9,0.21174377224199287,4,0.0,GEN,340000000,1,0,0,0,1,0,0,KARNATAKA,0
18,1.0,11600000,0.0020505205847519046,DAMAN & DIU,113,0.14431673052362706,10.6,0.1886120996441281,112,0.0,GEN,0,1,0,0,0,1,0,0,DAMAN AND DIU,0
11,0.36363636363636365,21200000,0.0037475031376500326,DAMOH,0,0.0,23.4,0.4163701067615658,1,0.0,GEN,750000000,1,0,1,0,0,0,0,MADHYA PRADESH,1
8,0.09090909090909091,3500000,0.0006186915557441091,DARBHANGA,0,0.0,4.2,0.07473309608540925,0,0.0,GEN,0,1,0,0,0,1,0,0,BIHAR,1
13,0.5454545454545454,36000000,0.00636368457336798,DARJEELING,27,0.034482758620689655,17.3,0.30782918149466193,26,0.0,GEN,1440000000,1,0,0,0,1,0,0,WEST BENGAL,0
14,0.6363636363636364,235800000,0.041682133955560266,DAUSA,1,0.001277139208173691,4.9,0.08718861209964412,251,18.0,ST,23580000000,1,0,0,0,1,0,0,RAJASTHAN,1
14,0.6363636363636364,0,0.0,DAVANAGERE,2,0.002554278416347382,1.6,0.028469750889679714,2,0.0,GEN,0,1,1,0,0,1,0,0,KARNATAKA,0
