,Unnamed: 0,Constituency,AmountFinal,state,Type,Margin %,isMPMinister,centerAlignment,stateAlignment,rs_min_mplad_district,is_backward,ministry_comp_intersection,amount,non_backward,not_aligned,Total,Totalcsr,ADI,FactoriesFinal
226,226,JAHANABAD,11100000,BIHAR,GEN,5.2,0,1,0,0,1,0,870000000,0,0,3,0,11,0
227,227,JAIPUR,537200000,RAJASTHAN,GEN,41.6,0,1,1,0,0,0,14420000000,1,0,142,13,18,142
228,228,JAIPUR RURAL,435800000,RAJASTHAN,GEN,32.8,1,1,1,0,0,1,23580000000,1,0,251,18,15,1
229,229,JAJPUR,19500000,ODISHA,SC,32.7,0,0,1,0,0,0,0,1,0,32,1,12,32
230,230,JALANDHAR,24300000,PUNJAB,SC,6.8,0,0,0,0,0,0,670000000,1,1,24,0,18,24
231,231,JALAUN,6200000,UTTAR PRADESH,SC,25.9,0,1,0,0,0,0,620000000,1,0,3,0,11,0
232,232,JALGAON,140700000,MAHARASHTRA,GEN,38.7,0,1,1,0,1,0,1030000000,0,0,50,0,14,35
233,233,JALNA,533200000,MAHARASHTRA,GEN,19.4,0,1,1,0,0,0,50720000000,1,0,246,10,14,5
234,234,JALORE,71100000,RAJASTHAN,GEN,35.1,0,1,1,0,1,0,3450000000,0,0,6,0,11,13
235,235,JALPAIGURI,24600000,WEST BENGAL,SC,5.3,0,0,1,0,0,0,800000000,1,0,25,0,10,25
236,236,JAMMU,56100000,JAMMU AND KASHMIR,GEN,20.5,0,1,0,0,0,0,2970000000,1,0,33,1,14,33
237,237,JAMNAGAR,74700000,GUJARAT,GEN,20.6,0,1,1,0,0,0,1550000000,1,0,69,0,17,76
238,238,JAMSHEDPUR,0,JHARKHAND,GEN,9.5,0,1,1,0,1,0,0,0,0,33,,17,40
239,239,JAMUI,500000,BIHAR,SC,11.1,0,1,0,0,1,0,50000000,0,0,1,0,10,0
240,240,JANGIPUR,4700000,WEST BENGAL,GEN,0.7,0,0,0,0,1,0,470000000,0,1,1,0,10,0
241,241,JANJGIR-CHAMPA,111200000,CHHATTISGARH,SC,16.3,0,1,1,0,0,0,10860000000,1,0,39,0,11,2
242,242,JAUNPUR,15400000,UTTAR PRADESH,GEN,14.5,0,1,0,0,0,0,150000000,1,0,8,0,11,8
243,243,JAYNAGAR,10900000,WEST BENGAL,SC,9.1,0,0,1,0,0,0,1090000000,1,0,16,1,15,0
244,244,JHALAWAR-BARAN,146800000,RAJASTHAN,GEN,24.6,0,1,1,0,0,0,3620000000,1,0,7,2,10,7
245,245,JHANJHARPUR,0,BIHAR,GEN,5.9,1,1,1,0,0,0,0,1,0,1,0,9,0
246,246,JHANSI,65800000,UTTAR PRADESH,GEN,14.4,1,1,0,0,0,0,0,1,0,2,0,10,2
247,247,JHARGRAM,37300000,WEST BENGAL,ST,27.7,0,0,1,0,0,0,3730000000,1,0,36,0,13,0
248,248,JHUNJHUNU,153700000,RAJASTHAN,GEN,23.2,0,1,1,0,0,0,6960000000,1,0,4,1,16,2
249,249,JODHPUR,400500000,RAJASTHAN,GEN,38,0,1,1,0,1,0,32790000000,0,0,49,0,9,11
250,250,JORHAT,79200000,ASSAM,GEN,11,0,1,0,0,0,0,200000000,1,0,7,0,15,8
251,251,JUNAGADH,8400000,GUJARAT,GEN,14.4,0,1,1,0,0,0,40000000,1,0,5,0,15,11
252,252,KACHCHH,242000000,GUJARAT,SC,26.9,0,1,1,0,0,0,10690000000,1,0,194,6,17,179
253,253,KADAPA,63700000,ANDHRA PRADESH,GEN,15.9,0,0,0,0,1,0,270000000,0,1,11,0,8,11
254,254,KAIRANA,2300000,UTTAR PRADESH,GEN,21.2,0,1,0,0,0,0,230000000,1,0,32,0,14,0
255,255,KAISERGANJ,1300000,UTTAR PRADESH,GEN,8.3,0,1,0,0,1,0,130000000,0,0,5,0,8,0
256,256,KAKINADA,23500000,ANDHRA PRADESH,GEN,0.3,0,1,1,0,0,0,2350000000,1,0,357,3,15,1
257,257,KALAHANDI,73000000,ODISHA,GEN,5,0,0,1,0,1,0,900000000,0,0,0,0,7,1
258,258,KALIABOR,199600000,ASSAM,GEN,8,0,0,1,0,0,0,200000000,1,0,6,0,12,3
259,259,KALLAKURICHI,16600000,TAMIL NADU,GEN,20.2,0,0,1,0,0,0,1660000000,1,0,45,1,16,0
260,260,KALYAN,186900000,MAHARASHTRA,GEN,30.4,0,1,1,0,0,0,18690000000,1,0,335,14,17,45
261,261,KANCHEEPURAM,57700000,TAMIL NADU,SC,13,0,0,1,0,0,0,740000000,1,0,130,0,18,131
262,262,KANDHAMAL,15800000,ODISHA,GEN,21.6,0,0,1,0,1,0,1180000000,0,0,8,0,8,0
263,263,KANGRA,15300000,HIMACHAL PRADESH,GEN,21.3,0,1,0,0,1,0,170000000,0,0,247,0,16,248
264,264,KANKER,95300000,CHHATTISGARH,ST,3.5,0,1,1,0,1,0,8070000000,0,0,26,1,11,0
265,265,KANNAUJ,34000000,UTTAR PRADESH,GEN,1.8,0,0,1,0,0,0,3180000000,1,0,8,1,10,0
266,266,KANNIYAKUMARI,29400000,TAMIL NADU,GEN,13,0,1,0,0,0,0,690000000,1,0,26,0,18,26
267,267,KANNUR,3700000,KERALA,GEN,0.7,0,0,0,0,0,0,220000000,1,1,1,0,16,1
268,268,KANPUR,211200000,UTTAR PRADESH,GEN,26.7,0,1,0,0,0,0,3820000000,1,0,21,3,18,32
269,269,KANTHI,0,WEST BENGAL,GEN,17.8,0,0,1,0,0,0,0,1,0,0,0,14,0
270,270,KARAKAT,0,BIHAR,GEN,13.3,1,1,0,0,1,0,0,0,0,248,10,9,0
271,271,KARAULI-DHOLPUR,16300000,RAJASTHAN,SC,3.2,0,1,1,0,1,0,0,0,0,0,0,12,0
272,272,KARIMGANJ,0,ASSAM,SC,11.5,0,0,0,0,1,0,0,0,1,1,0,9,2
273,273,KARIMNAGAR,211200000,TELANGANA,GEN,18.2,0,0,1,0,0,0,13180000000,1,0,29,2,14,29
274,274,KARNAL,96900000,HARYANA,GEN,30.2,0,1,1,0,0,0,1400000000,1,0,12,0,16,12
275,275,KARUR,65200000,TAMIL NADU,GEN,18.7,0,0,1,0,0,0,5030000000,1,0,37,3,16,8
276,276,KASARAGOD,2200000,KERALA,GEN,0.7,0,0,0,0,0,0,220000000,1,1,1,0,16,0
277,277,KATIHAR,0,BIHAR,GEN,11.7,0,0,0,0,1,0,0,0,1,0,0,8,0
278,278,KAUSHAMBI,700000,UTTAR PRADESH,SC,4.7,0,1,0,0,0,0,70000000,1,0,0,0,9,0
279,279,KENDRAPARA,30600000,ODISHA,GEN,18.3,0,0,1,0,0,0,2820000000,1,0,4,0,12,0
280,280,KEONJHAR,4100000,ODISHA,ST,14.5,0,0,1,0,0,0,410000000,1,0,41,0,8,40
281,281,KHADOOR SAHIB,28300000,PUNJAB,GEN,9.7,0,1,1,0,1,0,1740000000,0,0,18,0,17,6
282,282,KHAGARIA,8000000,BIHAR,GEN,8.5,0,1,0,0,1,0,0,0,0,1,0,8,0
283,283,KHAJURAHO,41500000,MADHYA PRADESH,GEN,28.3,0,1,1,0,1,0,520000000,0,0,7,0,10,7
284,284,KHAMMAM,83700000,TELANGANA,GEN,1,0,0,0,0,1,0,1180000000,0,1,20,3,15,31
285,285,KHANDWA,121800000,MADHYA PRADESH,GEN,20.7,0,1,1,0,1,0,4120000000,0,0,24,4,12,0
286,286,KHARGONE,10800000,MADHYA PRADESH,ST,22.4,0,1,1,0,1,0,540000000,0,0,9,1,9,11
287,287,KHEDA,912100000,GUJARAT,GEN,24.4,0,1,1,1,0,1,89080000000,1,0,372,35,16,1
288,288,KHERI,0,UTTAR PRADESH,GEN,10.2,0,1,0,0,0,0,0,1,0,0,0,7,0
289,289,KHUNTI,16700000,JHARKHAND,ST,12.5,0,1,1,0,1,0,1080000000,0,0,66,0,9,1
290,290,KISHANGANJ,1900000,BIHAR,GEN,21,0,0,0,0,1,0,0,0,1,0,0,8,0
291,291,KODARMA,8100000,JHARKHAND,GEN,9.6,0,1,1,0,1,0,800000000,0,0,4,0,9,0
292,292,KOKRAJHAR,28000000,ASSAM,ST,29.1,0,0,0,0,1,0,880000000,0,1,11,0,11,6
293,293,KOLAR,146500000,KARNATAKA,SC,4.2,0,0,1,0,0,0,640000000,1,0,29,1,16,10
294,294,KOLHAPUR,159000000,MAHARASHTRA,GEN,2.6,0,0,0,0,0,0,1910000000,1,1,54,1,18,55
295,295,KOLKATA DAKSHIN,1983200000,WEST BENGAL,GEN,11.7,0,0,1,0,0,0,71540000000,1,0,213,35,16,100
296,296,KOLKATA UTTAR,1704500000,WEST BENGAL,GEN,10.1,0,0,1,0,0,0,70450000000,1,0,197,34,18,98
297,297,KOLLAM,7600000,KERALA,GEN,4.3,0,0,0,0,0,0,150000000,1,1,0,0,14,0
298,298,KOPPAL,48800000,KARNATAKA,GEN,3.2,0,1,0,0,0,0,4100000000,1,0,35,3,13,9
299,299,KORAPUT,289800000,ODISHA,ST,2,0,0,1,0,1,0,4880000000,0,0,3,0,8,3
300,300,KORBA,1543200000,CHHATTISGARH,GEN,0.4,0,1,1,0,1,0,23120000000,0,0,41,2,13,11
301,301,KOTA,166700000,RAJASTHAN,GEN,17.4,0,1,1,0,0,0,5360000000,1,0,13,2,14,13
302,302,KOTTAYAM,238400000,KERALA,GEN,14.5,0,0,0,0,0,0,21410000000,1,1,29,8,16,5
303,303,KOZHIKODE,31800000,KERALA,GEN,1.8,0,0,1,0,0,0,340000000,1,0,0,0,16,0
304,304,KRISHNAGIRI,70400000,TAMIL NADU,GEN,19.3,0,0,1,0,0,0,1060000000,1,0,59,3,13,24
305,305,KRISHNANAGAR,588400000,WEST BENGAL,GEN,5.7,0,0,1,0,1,0,1670000000,0,0,2,0,11,1
306,306,KURNOOL,159100000,ANDHRA PRADESH,GEN,4.1,0,0,0,0,0,0,4190000000,1,1,37,3,15,40
307,307,KURUKSHETRA,15800000,HARYANA,GEN,11.4,0,1,1,0,0,0,830000000,1,0,2,0,17,0
308,308,KUSHI NAGAR,8600000,UTTAR PRADESH,GEN,9,0,1,0,0,0,0,0,1,0,3,0,10,3
309,309,LADAKH,10800000,JAMMU AND KASHMIR,GEN,0,0,1,0,0,0,0,230000000,1,0,0,0,16,17
310,310,LAKHIMPUR,180100000,ASSAM,GEN,26.3,1,1,0,0,0,0,16940000000,1,0,16,3,13,3
311,311,LAKSHADWEEP,3000000,LAKSHADWEEP,ST,3.6,0,0,0,0,0,0,0,1,1,0,0,16,0
312,312,LALGANJ,0,UTTAR PRADESH,SC,7,0,1,0,0,0,0,0,1,0,0,0,11,0
313,313,LATUR,84200000,MAHARASHTRA,SC,24,0,1,1,0,1,0,3040000000,0,0,9,0,14,1
314,314,LOHARDAGA,8500000,JHARKHAND,ST,1,1,1,1,0,1,1,830000000,0,0,48,0,7,1
315,315,LUCKNOW,221900000,UTTAR PRADESH,GEN,26.4,1,1,0,0,0,1,3480000000,1,0,39,3,16,39
316,316,LUDHIANA,460700000,PUNJAB,GEN,1.8,0,0,0,0,0,0,7260000000,1,1,60,8,18,60
317,317,MACHHLISHAHR,45000000,UTTAR PRADESH,SC,17.3,0,1,0,0,0,0,4500000000,1,0,19,2,13,0
318,318,MACHILIPATNAM,67600000,ANDHRA PRADESH,GEN,7.1,0,1,0,1,0,0,6760000000,1,0,27,1,17,3
319,319,MADHA,27100000,MAHARASHTRA,GEN,2.3,0,0,0,0,0,0,2710000000,1,1,94,4,16,0
320,320,MADHEPURA,11000000,BIHAR,GEN,5.4,0,0,0,0,0,0,0,1,1,0,0,8,1
321,321,MADHUBANI,0,BIHAR,GEN,2.4,0,1,1,0,0,0,0,1,0,1,0,8,1
322,322,MADURAI,124800000,TAMIL NADU,GEN,20.2,0,0,1,0,0,0,2580000000,1,0,19,2,18,41
323,323,MAHABUBABAD,11800000,TELANGANA,ST,3.1,0,0,1,0,1,0,1180000000,0,0,20,3,14,1
324,324,MAHARAJGANJ,0,BIHAR,GEN,4.5,0,1,1,0,0,0,270000000,1,0,0,0,10,0
325,325,MAHARAJGANJ,17100000,UTTAR PRADESH,GEN,22.8,0,1,0,0,0,0,0,1,0,0,0,10,0
326,326,MAHASAMUND,110100000,CHHATTISGARH,GEN,0.1,0,1,1,0,1,0,11010000000,0,0,36,0,11,0
327,327,MAHBUBNAGAR,21900000,TELANGANA,GEN,0.3,0,0,1,0,0,0,1730000000,1,0,18,1,14,20
328,328,MAHESANA,63100000,GUJARAT,GEN,20.8,0,1,1,0,0,0,3740000000,1,0,109,4,17,22
329,329,MAINPURI,0,UTTAR PRADESH,GEN,36.5,0,0,1,0,0,0,0,1,0,0,0,10,0
330,330,MALAPPURAM,5100000,KERALA,GEN,22.8,0,0,0,0,0,0,0,1,1,0,0,16,0
331,331,MALDAHA DAKSHIN,5050000,WEST BENGAL,GEN,15,0,0,0,0,1,0,470000000,0,1,1,0,10,6
332,332,MALDAHA UTTAR,350000,WEST BENGAL,GEN,5.6,0,0,0,0,1,0,0,0,1,0,0,10,0
333,333,MALKAJGIRI,345200000,TELANGANA,GEN,1.8,0,1,0,0,0,0,34200000000,1,0,273,27,18,2
334,334,MANDI,13100000,HIMACHAL PRADESH,GEN,5.5,0,1,0,0,1,0,390000000,0,0,19,0,17,6
335,335,MANDLA,11600000,MADHYA PRADESH,ST,9.1,0,1,1,0,0,0,1050000000,1,0,9,0,9,6
336,336,MANDSOUR,7900000,MADHYA PRADESH,GEN,26.1,0,1,1,0,0,0,400000000,1,0,11,0,11,3
337,337,MANDYA,10500000,KARNATAKA,GEN,0.5,0,0,0,0,0,0,830000000,1,1,89,0,16,3
338,338,MANGALDOI,45600000,ASSAM,GEN,1.9,0,1,0,0,1,0,4340000000,0,0,87,0,13,9
339,339,MATHURA,234300000,UTTAR PRADESH,GEN,30.7,0,1,0,0,0,0,1040000000,1,0,7,1,12,12
340,340,MATHURAPUR,14800000,WEST BENGAL,SC,10.9,0,0,1,0,0,0,240000000,1,0,38,0,18,20
341,341,MAVAL,1774700000,MAHARASHTRA,GEN,13.4,0,1,1,0,0,0,177470000000,1,0,1411,56,14,6
342,342,MAVELIKKARA,49000000,KERALA,SC,3.7,0,0,1,0,0,0,4900000000,1,0,15,2,15,0
343,343,MAYILADUTHURAI,58400000,TAMIL NADU,GEN,27,0,0,1,0,0,0,5840000000,1,0,9,1,16,0
344,344,MAYURBHANJ,9800000,ODISHA,ST,11.7,0,0,1,0,0,0,410000000,1,0,3,0,7,3
345,345,MEDAK,53700000,TELANGANA,GEN,33.3,0,0,1,0,0,0,3500000000,1,0,110,3,15,121
346,346,MEDINIPUR,6000000,WEST BENGAL,GEN,14.7,0,0,1,0,0,0,0,1,0,29,0,14,56
347,347,MEERUT,126600000,UTTAR PRADESH,GEN,20.9,0,1,0,0,0,0,1380000000,1,0,146,3,17,17
348,348,MIRZAPUR,100000,UTTAR PRADESH,GEN,21.7,0,1,0,0,0,0,0,1,0,0,0,11,0
349,349,MISRIKH,45100000,UTTAR PRADESH,SC,8.8,0,1,0,0,0,0,4510000000,1,0,33,3,11,0
350,350,MIZORAM,9100000,MIZORAM,ST,1.4,0,0,1,0,1,0,830000000,0,0,0,0,15,0
351,351,MOHANLALGANJ,41100000,UTTAR PRADESH,SC,13,0,1,0,0,0,0,4110000000,1,0,51,3,11,0
352,352,MORADABAD,37700000,UTTAR PRADESH,GEN,7.8,0,1,0,0,0,0,1250000000,1,0,20,1,11,13
353,353,MORENA,14600000,MADHYA PRADESH,GEN,15.6,0,1,1,0,0,0,440000000,1,0,8,0,8,8
354,354,MUMBAI NORTH,1003500000,MAHARASHTRA,GEN,47.2,0,1,1,0,0,0,330000000,1,0,166,40,18,60
355,355,MUMBAI NORTH CENTRAL,1003300000,MAHARASHTRA,GEN,22.1,0,1,1,0,0,0,330000000,1,0,166,40,18,60
356,356,MUMBAI NORTH EAST,1003300000,MAHARASHTRA,GEN,36.8,0,1,1,0,0,0,330000000,1,0,166,40,18,61
357,357,MUMBAI NORTH WEST,1003300000,MAHARASHTRA,GEN,20.4,0,1,1,0,0,0,330000000,1,0,166,40,18,61
358,358,MUMBAI SOUTH,1345600000,MAHARASHTRA,GEN,16.4,0,1,1,1,0,1,34560000000,1,0,176,49,18,60
359,359,MUMBAI SOUTH CENTRAL,1482100000,MAHARASHTRA,GEN,18,0,1,1,1,0,1,34560000000,1,0,176,49,18,61
360,360,MUNGER,26600000,BIHAR,GEN,11.9,0,1,0,1,0,1,2430000000,1,0,36,2,11,1
361,361,MURSHIDABAD,30000000,WEST BENGAL,GEN,1.4,0,0,0,0,1,0,2140000000,0,1,3,0,10,1
362,362,MUZAFFARNAGAR,11400000,UTTAR PRADESH,GEN,36.2,1,1,0,0,0,1,540000000,1,0,25,0,15,12
363,363,MUZAFFARPUR,45500000,BIHAR,GEN,23.4,0,1,1,0,1,0,2460000000,0,0,3,0,8,3
364,364,MYSORE,102800000,KARNATAKA,GEN,2.7,0,1,0,0,0,0,820000000,1,0,87,0,17,89
365,365,NABARANGPUR,48900000,ODISHA,ST,0.2,0,0,1,0,1,0,4880000000,0,0,2,0,8,1
366,366,NAGALAND,12000000,NAGALAND,ST,38.5,0,1,1,0,1,0,360000000,0,0,1,1,13,1
367,367,NAGAPATTINAM,68700000,TAMIL NADU,SC,11.3,0,0,1,0,0,0,1850000000,1,0,4,0,15,8
368,368,NAGARKURNOOL,17300000,TELANGANA,SC,1.5,0,0,0,0,0,0,1730000000,1,1,18,1,14,1
369,369,NAGAUR,431500000,RAJASTHAN,GEN,7.5,0,1,1,0,0,0,4010000000,1,0,0,0,11,0
370,370,NAGINA,1500000,UTTAR PRADESH,SC,9.8,0,1,0,0,0,0,150000000,1,0,7,0,11,2
371,371,NAGPUR,568500000,MAHARASHTRA,GEN,26.3,1,1,1,0,0,1,8260000000,1,0,459,8,18,464
372,372,NAINITAL-UDHAMSINGH NAGAR,27700000,UTTARAKHAND,GEN,25.8,0,1,0,0,1,0,170000000,0,0,208,1,15,215
373,373,NALANDA,9000000,BIHAR,GEN,1,0,1,1,0,0,0,280000000,1,0,0,0,8,2
374,374,NALGONDA,96500000,TELANGANA,GEN,16.2,0,0,0,0,0,0,1860000000,1,1,41,7,14,44
375,375,NAMAKKAL,24900000,TAMIL NADU,GEN,27.8,0,0,1,0,0,0,1760000000,1,0,33,1,18,2
376,376,NANDED,57900000,MAHARASHTRA,GEN,8,0,0,0,0,1,0,1040000000,0,1,8,0,15,8
377,377,NANDURBAR,140900000,MAHARASHTRA,ST,9.6,0,1,1,0,1,0,4250000000,0,0,16,0,11,2
378,378,NANDYAL,41900000,ANDHRA PRADESH,GEN,8.8,0,0,0,0,0,0,4190000000,1,1,37,3,15,0
379,379,NARASARAOPET,58500000,ANDHRA PRADESH,GEN,2.8,0,1,1,0,0,0,5850000000,1,0,22,3,16,1
380,380,NARSAPURAM,42700000,ANDHRA PRADESH,GEN,7.8,0,1,0,1,0,0,4270000000,1,0,21,1,15,0
381,381,NASHIK,735500000,MAHARASHTRA,GEN,20,0,1,1,0,0,0,11470000000,1,0,205,8,18,209
382,382,NAVSARI,242100000,GUJARAT,GEN,48.1,0,1,1,0,0,0,22120000000,1,0,339,6,18,1
383,383,NAWADA,0,BIHAR,GEN,15.8,1,1,1,0,1,0,0,0,0,0,0,8,0
384,384,NELLORE,2300000,ANDHRA PRADESH,GEN,1.1,0,0,0,0,0,0,230000000,1,1,35,0,14,38
385,385,NEW DELHI,1559100000,DELHI,GEN,16.8,0,1,0,0,0,0,15720000000,1,0,81,5,18,90
386,386,NILGIRIS,188400000,TAMIL NADU,SC,11.2,0,0,1,0,0,0,17760000000,1,0,184,14,18,3
387,387,NIZAMABAD,134800000,TELANGANA,GEN,16.2,0,0,1,0,0,0,13190000000,1,0,31,2,14,10
388,388,NORTH EAST DELHI,50100000,DELHI,GEN,10.9,0,1,0,0,0,0,2800000000,1,0,1,0,18,0
389,389,NORTH GOA,47900000,GOA,GEN,26,1,1,1,0,0,1,710000000,1,0,80,1,18,91
390,390,NORTH WEST DELHI,497900000,DELHI,SC,7.9,0,1,0,0,0,0,49790000000,1,0,4,0,18,25
391,391,NOWGONG,12900000,ASSAM,GEN,11.7,0,1,0,0,0,0,0,1,0,1,0,9,1
392,392,ONGOLE,10700000,ANDHRA PRADESH,GEN,1.3,0,0,0,0,0,0,230000000,1,1,27,0,14,25
393,393,OSMANABAD,62700000,MAHARASHTRA,GEN,21,0,1,1,0,0,0,3940000000,1,0,37,2,13,2
394,394,OUTER MANIPUR,12500000,MANIPUR,ST,2,0,0,1,0,1,0,960000000,0,0,0,0,12,1
395,395,PALAKKAD,23900000,KERALA,GEN,11.6,0,0,0,0,0,0,1400000000,1,1,15,0,16,15
396,396,PALAMAU,0,JHARKHAND,SC,27,0,1,1,0,1,0,0,0,0,1,0,7,1
397,397,PALGHAR,480200000,MAHARASHTRA,ST,24.1,0,1,1,0,0,0,20330000000,1,0,383,16,17,49
398,398,PALI,364600000,RAJASTHAN,GEN,36.4,0,1,1,0,0,0,31920000000,1,0,13,0,11,2
399,399,PANCHMAHAL,18200000,GUJARAT,GEN,18.3,0,1,1,1,0,1,710000000,1,0,54,2,12,39
400,400,PARBHANI,423400000,MAHARASHTRA,GEN,10.9,0,1,1,0,0,0,40440000000,1,0,28,0,12,31
401,401,PASCHIM CHAMPARAN,16700000,BIHAR,GEN,12.9,0,1,1,0,0,0,0,1,0,0,0,8,0
402,402,PATALIPUTRA,23800000,BIHAR,GEN,4.1,1,1,1,1,0,1,2380000000,1,0,35,2,14,0
403,403,PATAN,83900000,GUJARAT,GEN,14.5,0,1,1,0,0,0,8390000000,1,0,106,3,16,82
404,404,PATHANAMTHITTA,20800000,KERALA,GEN,6.5,0,0,1,0,0,0,1820000000,1,0,10,2,16,2
405,405,PATIALA,46500000,PUNJAB,GEN,1.9,0,0,0,0,0,0,3290000000,1,1,30,2,17,6
406,406,PATNA SAHIB,68600000,BIHAR,GEN,30.1,0,1,1,1,0,1,2380000000,1,0,35,2,14,36
407,407,PEDDAPALLE,133300000,TELANGANA,SC,28.5,0,0,1,0,1,0,13330000000,0,0,31,2,13,5
408,408,PERAMBALUR,37700000,TAMIL NADU,GEN,20.7,0,0,1,0,0,0,3650000000,1,0,17,2,17,1
409,409,PHULPUR,6300000,UTTAR PRADESH,GEN,32.1,0,1,0,0,0,0,630000000,1,0,0,0,12,0
410,410,PILIBHIT,18300000,UTTAR PRADESH,GEN,29.2,1,1,0,0,0,0,660000000,1,0,16,0,10,0
411,411,POLLACHI,165600000,TAMIL NADU,GEN,13.9,0,0,1,0,0,0,16560000000,1,0,135,13,18,0
412,412,PONDICHERRY,60500000,PUDUCHERRY,GEN,8.2,1,1,1,0,0,1,250000000,1,0,89,1,18,66
413,413,PONNANI,14000000,KERALA,GEN,2.9,0,0,0,0,0,0,1400000000,1,1,15,0,16,0
414,414,PORBANDAR,90400000,GUJARAT,GEN,33.1,0,1,1,0,0,0,7260000000,1,0,31,2,17,7
415,415,PRATAPGARH,18900000,UTTAR PRADESH,GEN,18.8,0,1,0,0,0,0,70000000,1,0,0,0,10,0
416,416,PUNE,5657100000,MAHARASHTRA,GEN,31.8,0,1,1,0,0,0,176290000000,1,0,779,49,18,783
417,417,PURI,46000000,ODISHA,GEN,25.3,0,0,1,0,0,0,1700000000,1,0,37,0,14,1
418,418,PURNIA,6300000,BIHAR,GEN,11.5,0,1,1,0,1,0,0,0,0,0,0,8,0
419,419,PURULIA,88900000,WEST BENGAL,GEN,12.8,0,0,1,0,0,0,3730000000,1,0,7,0,9,7
420,420,PURVI CHAMPARAN,0,BIHAR,GEN,23.4,1,1,1,0,0,0,0,1,0,0,0,9,0
421,421,RAE BARELI,33200000,UTTAR PRADESH,GEN,42.7,0,0,0,0,0,0,3320000000,1,1,12,1,9,12
422,422,RAICHUR,53700000,KARNATAKA,ST,0.2,0,0,1,0,1,0,3280000000,0,0,29,0,14,6
423,423,RAIGAD,1474100000,MAHARASHTRA,GEN,0.2,1,1,1,0,0,1,3550000000,1,0,661,9,12,607
424,424,RAIGANJ,0,WEST BENGAL,GEN,0.1,0,0,0,0,0,0,0,1,1,0,0,10,0
425,425,RAIGARH,259000000,CHHATTISGARH,ST,17.4,1,1,1,0,0,0,170000000,1,0,33,1,13,32
426,426,RAIPUR,657200000,CHHATTISGARH,GEN,13.7,0,1,1,0,0,0,10860000000,1,0,37,0,12,35
427,427,RAJAHMUNDRY,119800000,ANDHRA PRADESH,GEN,14.5,0,1,1,1,0,0,6620000000,1,0,378,4,15,9
428,428,RAJAMPET,77400000,ANDHRA PRADESH,GEN,15.1,0,0,0,0,1,0,7740000000,0,1,57,4,11,0
429,429,RAJGARH,3400000,MADHYA PRADESH,GEN,22.6,0,1,1,0,1,0,340000000,0,0,12,0,10,2
430,430,RAJKOT,266600000,GUJARAT,GEN,23.3,1,1,1,0,1,1,8570000000,0,0,20,0,16,20
431,431,RAJMAHAL,100000,JHARKHAND,ST,4.3,0,0,0,0,1,0,0,0,1,0,0,10,0
432,432,RAJNANDGAON,43300000,CHHATTISGARH,GEN,20,0,1,1,0,1,0,1510000000,0,0,7,0,10,7
433,433,RAJSAMAND,408500000,RAJASTHAN,GEN,40.3,0,1,1,0,0,0,35510000000,1,0,19,2,13,4
434,434,RAMANATHAPURAM,34400000,TAMIL NADU,GEN,11.9,0,0,1,0,1,0,2280000000,0,0,20,2,16,1
435,435,RAMPUR,35500000,UTTAR PRADESH,GEN,2.5,0,1,0,0,0,0,1210000000,1,0,9,1,10,9
436,436,RAMTEK,82600000,MAHARASHTRA,SC,16.7,0,1,1,0,0,0,8260000000,1,0,459,8,18,2
437,437,RANAGHAT,202600000,WEST BENGAL,SC,14.9,0,0,1,0,1,0,1670000000,0,0,2,0,11,2
438,438,RANCHI,219500000,JHARKHAND,GEN,19,0,1,1,0,1,0,830000000,0,0,65,0,11,47
439,439,RATLAM,45500000,MADHYA PRADESH,ST,10,0,1,1,0,0,0,0,1,0,8,0,10,8
440,440,RATNAGIRI SINDHUDURG,118100000,MAHARASHTRA,GEN,16.7,0,1,1,0,0,0,2370000000,1,0,32,2,14,32
441,441,RAVER,4000000,MAHARASHTRA,GEN,31.5,0,1,1,0,1,0,400000000,0,0,37,0,14,0
442,442,REWA,18400000,MADHYA PRADESH,GEN,20.3,0,1,1,0,0,0,200000000,1,0,3,1,12,49
443,443,ROBERTSGANJ,23800000,UTTAR PRADESH,SC,21.5,0,1,0,0,1,0,980000000,0,0,14,1,10,22
444,444,ROHTAK,216400000,HARYANA,GEN,16.3,0,0,0,1,0,0,7970000000,1,1,72,4,18,27
445,445,SABARKANTHA,75300000,GUJARAT,GEN,7.7,0,1,1,0,0,0,210000000,1,0,3,0,13,3
446,446,SAGAR,7700000,MADHYA PRADESH,GEN,13.5,0,1,1,0,1,0,680000000,0,0,0,0,11,0
447,447,SAHARANPUR,28700000,UTTAR PRADESH,GEN,5.5,0,1,0,0,0,0,230000000,1,0,20,0,14,20
448,448,SALEM,75500000,TAMIL NADU,GEN,23.3,0,0,1,0,0,0,1660000000,1,0,31,1,18,33
449,449,SALEMPUR,3300000,UTTAR PRADESH,GEN,27.2,0,1,0,0,0,0,330000000,1,0,1,0,12,0
450,450,SAMASTIPUR,12900000,BIHAR,SC,0.8,0,1,0,0,0,0,0,1,0,1,0,8,1
451,451,SAMBALPUR,442800000,ODISHA,GEN,3.1,0,0,1,0,0,0,42040000000,1,0,31,1,11,4
452,452,SAMBHAL,11500000,UTTAR PRADESH,GEN,0.5,0,1,0,0,0,0,1150000000,1,0,17,2,11,4
453,453,SANGLI,70200000,MAHARASHTRA,GEN,22.9,0,1,1,0,0,0,1310000000,1,0,10,0,16,10
